sample_id,a1_assignment,a1_species,a1_clade,genbank_label_original,genbank_species,match_status,voucher,locality,country,lat,lon,voucher_status,notes_on_identity,source
Hiroshima_1,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya sp.,Fejervarya sp.,mismatch,Hiroshima_1,"Hiroshima, Japan",Japan,34.39,132.46,Verified,Source of voucher was cross checked with original article,Djong et al. (2007)
G024,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,G024,"Hainan Island, China",China,19.2,109.7,Verified,Source of voucher was cross checked with original article,Sumida et al. (2002)
HS12001,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya multistriata,Fejervarya multistriata,match,HS12001,"Santai County, Mianyang City, Sichuan province, China",China,31.1782,105.1305,Verified,Source of voucher was cross checked with original article,Grosjean et al. (2015)
Husa,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya multistriata,Fejervarya multistriata,match,Husa,"Husa, China",China,24.8,98.3,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Jiang et al. (2020)
zjbj3,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya multistriata,Fejervarya multistriata,match,zjbj3,"Jian city, Jiangxi Province, China",China,27.12,114.98,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
16SF15,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,16SF15,West Kalimantan,Indonesia,0.5,111,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Huang and Tu (2016)
16SSG18,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,16SSG18,"Sabah, Borneo",Malaysia,5.5,117,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Goutte et al. (2016)
FMNH 261984,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,FMNH 261984,*No exact locality but verified ito be originated from Laos,Laos,18,103,Verified,Inger and Stuart (2010),
MVZ226347,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,MVZ226347,Southern Chinese Mainland,China,30,112,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Che et al. (2010)
Malay,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Malay,Peninsular Malaysia,Malaysia,4,102,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2008)
NA0083,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,NA0083,Sarawak,Malaysia,2.5,113,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Zainuddin et al. (2008)
NA0084,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,NA0084,Sarawak,Malaysia,2.5,113,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Zainuddin et al. (2008)
Rano,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Rano,Ranong,Thailand,9.96,98.63,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Che et al. (2016)
SCUM04H001,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,SCUM04H001,Hainan Island,China,19.2,109.7,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Flury et al. (2021)
SH0034,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,SH0034,Borneo,Malaysia,1,114,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Zainuddin et al. (2008)
SNP0261,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,SNP0261,Sarawak,Malaysia,2.5,113,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Inger and Stuart (2010)
Thai 1,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Thai 1,Nakhon Si Thammarat,Thailand,8.43,99.96,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2008)
Thai 5,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Thai 5,Sanam Chaiket,Thailand,13.62,101.45,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2008)
Thai 6,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Thai 6,Bangkok,Thailand,13.7563,100.5018,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2008)
Thai 7,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,Thai 7,Sara Buri,Thailand,14.53,100.91,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2008)
SH13_027,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,match,SH13_027,Borneo,Indonesia,1,114,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Flury et al. (2022)
lim 1,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 1,"Java, Indonesia",Indonesia,-7.5,110,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 10,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 10,"Sapa, Vietnam",Vietnam,22.34,103.84,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Flurry et al. (2021)
lim 11,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 11,"Phongsaly, Laos",Laos,21.68,102.11,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 12,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 12,Cambodia,Cambodia,12.57,104.99,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 2,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 2,"Java, Indonesia",Indonesia,-7.5,110,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 3,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 3,"Kuala Lumpur, Malaysia",Malaysia,3.14,101.69,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 4,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 4,"Kuala Lumpur, Malaysia",Malaysia,3.14,101.69,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 5,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 5,"Ranong, Thailand",Thailand,9.96,98.63,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 6,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 6,"Tha Ton, Thailand",Thailand,20.03,99.18,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 8,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 8,"Phang Nga, Thailand",Thailand,8.45,98.53,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
lim 9,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,lim 9,"Phang Nga, Thailand",Thailand,8.45,98.53,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
limno,Fejervarya limnocharis (Clade I),Fejervarya limnocharis,Clade I,Fejervarya cf. limnocharis,Fejervarya cf. limnocharis,mismatch,limno,"Java, Indonesia",Indonesia,-7.5,110,Verified,GPS is not available but vouchers and locality were cross-checked against their original published sources,Kotaki et al. (2010)
